01.06.2020 13:49:41(01.06.2020 14:11:20 ~ 01.06.2020 15:49:41) > Undelivered Order. ShopID = 350. OrederID = 2451189. Weight = 3,968, Lat = 55,663513, Long = 37,517921, dist =0,68 km, arrivalTime =  2,05 min
01.06.2020 20:59:13(01.06.2020 21:20:23 ~ 01.06.2020 22:59:13) > Undelivered Order. ShopID = 1237. OrederID = 2465664. Weight = 20,66, Lat = 55,8965923443142, Long = 37,5986688390188, dist =0,65 km, arrivalTime =  1,94 min
01.06.2020 10:36:55(01.06.2020 11:17:38 ~ 01.06.2020 12:36:55) > Undelivered Order. ShopID = 1239. OrederID = 2436707. Weight = 4,037, Lat = 55,789829, Long = 37,934105, dist =1,34 km, arrivalTime =  4,02 min
01.06.2020 14:10:11(01.06.2020 14:32:03 ~ 01.06.2020 16:10:11) > Undelivered Order. ShopID = 1239. OrederID = 2452904. Weight = 3,065, Lat = 55,8006053034122, Long = 37,9877582112874, dist =3,84 km, arrivalTime =  11,52 min
01.06.2020 13:47:35(01.06.2020 14:50:48 ~ 01.06.2020 15:47:35) > Undelivered Order. ShopID = 1239. OrederID = 2451569. Weight = 1,493, Lat = 55,80047567844, Long = 37,986846839448, dist =3,77 km, arrivalTime =  11,31 min
01.06.2020 19:53:57(01.06.2020 20:10:07 ~ 01.06.2020 21:53:57) > Undelivered Order. ShopID = 1239. OrederID = 2470922. Weight = 3,753, Lat = 55,799221, Long = 37,932789, dist =0,30 km, arrivalTime =  0,89 min
01.06.2020 11:11:57(01.06.2020 12:10:57 ~ 01.06.2020 13:11:57) > Undelivered Order. ShopID = 1252. OrederID = 2440772. Weight = 5,028, Lat = 55,6121475996149, Long = 37,5508007, dist =1,99 km, arrivalTime =  5,97 min
01.06.2020 11:50:39(01.06.2020 12:17:02 ~ 01.06.2020 13:50:39) > Undelivered Order. ShopID = 1257. OrederID = 2443988. Weight = 7,214, Lat = 55,7873958996156, Long = 37,5972548, dist =1,21 km, arrivalTime =  3,63 min
01.06.2020 13:18:59(01.06.2020 14:02:20 ~ 01.06.2020 15:18:59) > Undelivered Order. ShopID = 1257. OrederID = 2449849. Weight = 13,268, Lat = 55,7822124996156, Long = 37,6005235, dist =1,31 km, arrivalTime =  3,93 min
01.06.2020 13:25:10(01.06.2020 14:13:56 ~ 01.06.2020 15:25:10) > Undelivered Order. ShopID = 1257. OrederID = 2449918. Weight = 11,706, Lat = 55,779682, Long = 37,603867, dist =1,42 km, arrivalTime =  4,27 min
01.06.2020 15:24:39(01.06.2020 15:51:36 ~ 01.06.2020 17:24:39) > Undelivered Order. ShopID = 1262. OrederID = 2457010. Weight = 1,193, Lat = 55,6009702769315, Long = 37,3663694958117, dist =1,77 km, arrivalTime =  5,32 min
01.06.2020 14:23:52(01.06.2020 15:33:52 ~ 01.06.2020 16:23:52) > Undelivered Order. ShopID = 1268. OrederID = 2453639. Weight = 1,344, Lat = 55,673401, Long = 37,764545, dist =0,36 km, arrivalTime =  1,08 min
01.06.2020 14:11:07(01.06.2020 14:53:58 ~ 01.06.2020 16:11:07) > Undelivered Order. ShopID = 1270. OrederID = 2452831. Weight = 0,503, Lat = 55,793362, Long = 37,620102, dist =0,35 km, arrivalTime =  1,06 min
01.06.2020 16:58:26(01.06.2020 17:36:59 ~ 01.06.2020 18:58:26) > Undelivered Order. ShopID = 1270. OrederID = 2462615. Weight = 7,96, Lat = 55,7932929, Long = 37,6269914, dist =0,79 km, arrivalTime =  2,38 min
01.06.2020 16:23:43(01.06.2020 17:13:35 ~ 01.06.2020 18:23:43) > Undelivered Order. ShopID = 1280. OrederID = 2459722. Weight = 9,744, Lat = 55,77803, Long = 37,686687, dist =0,28 km, arrivalTime =  0,85 min
01.06.2020 9:47:13(01.06.2020 10:38:50 ~ 01.06.2020 12:00:00) > Undelivered Order. ShopID = 1315. OrederID = 2435285. Weight = 8,743, Lat = 55,4492110976855, Long = 36,98269, dist =8,65 km, arrivalTime =  25,94 min
01.06.2020 9:43:45(01.06.2020 11:10:00 ~ 01.06.2020 12:00:00) > Undelivered Order. ShopID = 1315. OrederID = 2434936. Weight = 83,464, Lat = 55,4648257727138, Long = 36,8720530168754, dist =10,62 km, arrivalTime =  31,87 min
01.06.2020 11:04:11(01.06.2020 12:14:11 ~ 01.06.2020 13:04:11) > Undelivered Order. ShopID = 1315. OrederID = 2439996. Weight = 15,082, Lat = 55,570923, Long = 37,021618, dist =8,16 km, arrivalTime =  24,49 min
01.06.2020 12:27:19(01.06.2020 13:37:19 ~ 01.06.2020 14:27:19) > Undelivered Order. ShopID = 1315. OrederID = 2445681. Weight = 8,096, Lat = 55,4529781496742, Long = 36,9952452422091, dist =8,20 km, arrivalTime =  24,60 min
01.06.2020 13:21:06(01.06.2020 14:31:06 ~ 01.06.2020 15:21:06) > Undelivered Order. ShopID = 1315. OrederID = 2442057. Weight = 81, Lat = 55,4136935469976, Long = 37,0072301871726, dist =13,52 km, arrivalTime =  40,56 min
01.06.2020 20:35:35(01.06.2020 21:04:28 ~ 01.06.2020 22:35:35) > Undelivered Order. ShopID = 1320. OrederID = 2471921. Weight = 30,236, Lat = 55,894615, Long = 37,580639, dist =0,57 km, arrivalTime =  1,71 min
01.06.2020 11:29:37(01.06.2020 11:55:21 ~ 01.06.2020 13:29:37) > Undelivered Order. ShopID = 1322. OrederID = 2441487. Weight = 16,004, Lat = 55,758095, Long = 37,820122, dist =0,97 km, arrivalTime =  2,92 min
01.06.2020 11:55:48(01.06.2020 12:11:32 ~ 01.06.2020 13:55:48) > Undelivered Order. ShopID = 1322. OrederID = 2443686. Weight = 1,315, Lat = 55,754387, Long = 37,829193, dist =0,98 km, arrivalTime =  2,94 min
01.06.2020 13:12:19(01.06.2020 13:27:17 ~ 01.06.2020 15:12:19) > Undelivered Order. ShopID = 1325. OrederID = 2448264. Weight = 3,575, Lat = 55,8421875992316, Long = 37,1371167, dist =0,69 km, arrivalTime =  2,08 min
01.06.2020 14:03:39(01.06.2020 14:31:27 ~ 01.06.2020 16:03:39) > Undelivered Order. ShopID = 1325. OrederID = 2440372. Weight = 2,288, Lat = 55,840515, Long = 37,141033, dist =0,39 km, arrivalTime =  1,18 min
01.06.2020 18:44:33(01.06.2020 18:50:12 ~ 01.06.2020 20:44:33) > Undelivered Order. ShopID = 1325. OrederID = 2468018. Weight = 1,2, Lat = 55,8401674, Long = 37,1489834, dist =0,24 km, arrivalTime =  0,73 min
01.06.2020 11:25:05(01.06.2020 12:35:05 ~ 01.06.2020 13:25:05) > Undelivered Order. ShopID = 1339. OrederID = 2441972. Weight = 4,084, Lat = 55,738041, Long = 37,65353, dist =0,28 km, arrivalTime =  0,85 min
01.06.2020 13:13:38(01.06.2020 13:52:42 ~ 01.06.2020 15:13:38) > Undelivered Order. ShopID = 1339. OrederID = 2449546. Weight = 7,276, Lat = 55,7361867, Long = 37,6661688, dist =0,84 km, arrivalTime =  2,51 min
01.06.2020 12:56:04(01.06.2020 14:05:18 ~ 01.06.2020 14:56:04) > Undelivered Order. ShopID = 1339. OrederID = 2447761. Weight = 5,69, Lat = 55,734791, Long = 37,668282, dist =1,01 km, arrivalTime =  3,03 min
01.06.2020 14:32:11(01.06.2020 14:58:55 ~ 01.06.2020 16:32:11) > Undelivered Order. ShopID = 1339. OrederID = 2454438. Weight = 4,845, Lat = 55,7373627, Long = 37,6587718, dist =0,33 km, arrivalTime =  0,99 min
01.06.2020 16:31:26(01.06.2020 16:52:57 ~ 01.06.2020 18:31:26) > Undelivered Order. ShopID = 1339. OrederID = 2451395. Weight = 19,882, Lat = 55,7363749984615, Long = 37,6517016, dist =0,25 km, arrivalTime =  0,76 min
01.06.2020 19:09:51(01.06.2020 19:19:44 ~ 01.06.2020 21:09:51) > Undelivered Order. ShopID = 1339. OrederID = 2469167. Weight = 3,075, Lat = 55,736122, Long = 37,649612, dist =0,41 km, arrivalTime =  1,22 min
01.06.2020 19:15:37(01.06.2020 19:26:02 ~ 01.06.2020 21:15:37) > Undelivered Order. ShopID = 1339. OrederID = 2469482. Weight = 1,805, Lat = 55,734741, Long = 37,650612, dist =0,38 km, arrivalTime =  1,13 min
01.06.2020 13:17:29(01.06.2020 14:27:29 ~ 01.06.2020 15:17:29) > Undelivered Order. ShopID = 1347. OrederID = 2449779. Weight = 30,205, Lat = 55,8985271, Long = 38,5033876, dist =7,60 km, arrivalTime =  22,81 min
01.06.2020 17:09:42(01.06.2020 17:16:45 ~ 01.06.2020 19:09:42) > Undelivered Order. ShopID = 1347. OrederID = 2462831. Weight = 1,393, Lat = 55,894686099616, Long = 38,4980737, dist =6,95 km, arrivalTime =  20,86 min
01.06.2020 17:12:52(01.06.2020 17:22:53 ~ 01.06.2020 19:12:52) > Undelivered Order. ShopID = 1350. OrederID = 2462856. Weight = 5,363, Lat = 55,7124155996153, Long = 37,7534016, dist =0,28 km, arrivalTime =  0,83 min
01.06.2020 20:37:41(01.06.2020 20:45:07 ~ 01.06.2020 22:37:41) > Undelivered Order. ShopID = 1356. OrederID = 2472753. Weight = 7,755, Lat = 55,849297, Long = 37,494823, dist =1,37 km, arrivalTime =  4,11 min
01.06.2020 14:35:48(01.06.2020 14:43:03 ~ 01.06.2020 16:35:48) > Undelivered Order. ShopID = 1357. OrederID = 2450343. Weight = 7,405, Lat = 55,765663, Long = 37,588314, dist =0,86 km, arrivalTime =  2,57 min
01.06.2020 19:56:16(01.06.2020 21:03:11 ~ 01.06.2020 21:56:16) > Undelivered Order. ShopID = 1363. OrederID = 2471418. Weight = 9,425, Lat = 55,8921553, Long = 37,7209681, dist =0,38 km, arrivalTime =  1,14 min
01.06.2020 10:29:42(01.06.2020 10:55:41 ~ 01.06.2020 12:29:42) > Undelivered Order. ShopID = 1366. OrederID = 2435897. Weight = 2,503, Lat = 54,532642, Long = 36,310329, dist =4,51 km, arrivalTime =  13,54 min
01.06.2020 12:53:24(01.06.2020 13:00:42 ~ 01.06.2020 14:53:24) > Undelivered Order. ShopID = 1366. OrederID = 2447651. Weight = 7,503, Lat = 54,513016, Long = 36,356651, dist =7,31 km, arrivalTime =  21,94 min
01.06.2020 14:12:30(01.06.2020 14:31:32 ~ 01.06.2020 16:12:30) > Undelivered Order. ShopID = 1366. OrederID = 2450179. Weight = 2,733, Lat = 54,528122, Long = 36,29723, dist =3,34 km, arrivalTime =  10,01 min
01.06.2020 20:08:56(01.06.2020 20:13:49 ~ 01.06.2020 22:08:56) > Undelivered Order. ShopID = 1366. OrederID = 2471566. Weight = 0,873, Lat = 54,509541, Long = 36,293243, dist =2,45 km, arrivalTime =  7,36 min
01.06.2020 20:28:57(01.06.2020 20:41:39 ~ 01.06.2020 22:28:57) > Undelivered Order. ShopID = 1366. OrederID = 2462579. Weight = 2,841, Lat = 54,511138599611, Long = 36,3017737, dist =3,07 km, arrivalTime =  9,22 min
01.06.2020 18:00:41(01.06.2020 18:24:19 ~ 01.06.2020 20:00:41) > Undelivered Order. ShopID = 1371. OrederID = 2465108. Weight = 4,629, Lat = 56,1124151984677, Long = 40,3805032, dist =1,78 km, arrivalTime =  5,34 min
01.06.2020 20:26:03(01.06.2020 20:35:52 ~ 01.06.2020 22:26:03) > Undelivered Order. ShopID = 1371. OrederID = 2472461. Weight = 1,59, Lat = 56,1110972, Long = 40,3455897, dist =1,39 km, arrivalTime =  4,17 min
01.06.2020 20:32:25(01.06.2020 20:41:46 ~ 01.06.2020 22:32:25) > Undelivered Order. ShopID = 1371. OrederID = 2471500. Weight = 0,768, Lat = 56,1242387586539, Long = 40,3543764955162, dist =0,86 km, arrivalTime =  2,59 min
01.06.2020 20:07:00(01.06.2020 20:35:27 ~ 01.06.2020 22:07:00) > Undelivered Order. ShopID = 1380. OrederID = 2471705. Weight = 2,582, Lat = 55,835148, Long = 37,353294, dist =1,76 km, arrivalTime =  5,29 min
01.06.2020 16:37:13(01.06.2020 17:06:03 ~ 01.06.2020 18:37:13) > Undelivered Order. ShopID = 1384. OrederID = 2461398. Weight = 16,699, Lat = 55,618138, Long = 37,6974092, dist =0,46 km, arrivalTime =  1,38 min
01.06.2020 11:12:25(01.06.2020 11:49:34 ~ 01.06.2020 13:12:25) > Undelivered Order. ShopID = 1385. OrederID = 2441257. Weight = 4,942, Lat = 55,8001689536227, Long = 37,4860873379898, dist =0,87 km, arrivalTime =  2,61 min
01.06.2020 14:20:03(01.06.2020 15:30:03 ~ 01.06.2020 16:20:03) > Undelivered Order. ShopID = 1385. OrederID = 2453443. Weight = 4, Lat = 55,803047, Long = 37,489674, dist =1,14 km, arrivalTime =  3,43 min
01.06.2020 14:30:33(01.06.2020 15:40:33 ~ 01.06.2020 16:30:33) > Undelivered Order. ShopID = 1385. OrederID = 2453311. Weight = 5,835, Lat = 55,7904887721364, Long = 37,4906342483876, dist =0,56 km, arrivalTime =  1,68 min
01.06.2020 14:48:46(01.06.2020 15:58:46 ~ 01.06.2020 16:48:46) > Undelivered Order. ShopID = 1385. OrederID = 2454299. Weight = 11,989, Lat = 55,797325, Long = 37,486835, dist =0,54 km, arrivalTime =  1,61 min
01.06.2020 11:35:17(01.06.2020 12:45:17 ~ 01.06.2020 13:35:17) > Undelivered Order. ShopID = 1388. OrederID = 2441701. Weight = 11,366, Lat = 55,606392, Long = 37,583317, dist =0,47 km, arrivalTime =  1,42 min
01.06.2020 12:50:05(01.06.2020 14:00:57 ~ 01.06.2020 14:50:05) > Undelivered Order. ShopID = 1388. OrederID = 2447658. Weight = 3,725, Lat = 55,6110634996149, Long = 37,5905491, dist =0,57 km, arrivalTime =  1,71 min
01.06.2020 20:21:27(01.06.2020 20:36:46 ~ 01.06.2020 22:21:27) > Undelivered Order. ShopID = 1388. OrederID = 2472250. Weight = 2,346, Lat = 55,608673, Long = 37,603386, dist =1,07 km, arrivalTime =  3,22 min
01.06.2020 20:38:47(01.06.2020 20:54:11 ~ 01.06.2020 22:38:47) > Undelivered Order. ShopID = 1388. OrederID = 2472727. Weight = 2,477, Lat = 55,616398, Long = 37,582573, dist =1,38 km, arrivalTime =  4,15 min
01.06.2020 15:12:44(01.06.2020 15:22:42 ~ 01.06.2020 17:12:44) > Undelivered Order. ShopID = 1390. OrederID = 2456576. Weight = 1,393, Lat = 55,679813, Long = 37,602291, dist =0,23 km, arrivalTime =  0,69 min
01.06.2020 19:41:46(01.06.2020 19:51:36 ~ 01.06.2020 21:41:46) > Undelivered Order. ShopID = 1391. OrederID = 2470843. Weight = 1,887, Lat = 55,4189386, Long = 37,5766304, dist =3,99 km, arrivalTime =  11,97 min
01.06.2020 19:53:44(01.06.2020 20:00:56 ~ 01.06.2020 21:53:44) > Undelivered Order. ShopID = 1391. OrederID = 2470273. Weight = 2,46, Lat = 55,428104, Long = 37,518715, dist =0,62 km, arrivalTime =  1,86 min
01.06.2020 14:14:45(01.06.2020 14:51:27 ~ 01.06.2020 16:14:45) > Undelivered Order. ShopID = 1399. OrederID = 2453400. Weight = 5,203, Lat = 55,878566, Long = 37,50681, dist =1,28 km, arrivalTime =  3,84 min
01.06.2020 14:41:48(01.06.2020 14:55:36 ~ 01.06.2020 16:41:48) > Undelivered Order. ShopID = 1409. OrederID = 2454419. Weight = 1,975, Lat = 55,897339, Long = 37,480682, dist =0,07 km, arrivalTime =  0,20 min
01.06.2020 16:52:03(01.06.2020 17:01:41 ~ 01.06.2020 18:52:03) > Undelivered Order. ShopID = 1433. OrederID = 2461868. Weight = 1,283, Lat = 55,7580821223956, Long = 37,6561961852336, dist =1,28 km, arrivalTime =  3,84 min
01.06.2020 16:48:44(01.06.2020 17:33:55 ~ 01.06.2020 18:48:44) > Undelivered Order. ShopID = 1433. OrederID = 2460447. Weight = 16,187, Lat = 55,761181, Long = 37,656315, dist =0,95 km, arrivalTime =  2,84 min
01.06.2020 18:24:38(01.06.2020 18:58:44 ~ 01.06.2020 20:24:38) > Undelivered Order. ShopID = 1433. OrederID = 2466270. Weight = 6,153, Lat = 55,763718, Long = 37,648022, dist =0,36 km, arrivalTime =  1,09 min
01.06.2020 15:21:53(01.06.2020 15:48:47 ~ 01.06.2020 17:21:53) > Undelivered Order. ShopID = 1437. OrederID = 2455480. Weight = 11,28, Lat = 55,5363117996145, Long = 37,4867784, dist =0,82 km, arrivalTime =  2,46 min
01.06.2020 11:13:41(01.06.2020 11:35:04 ~ 01.06.2020 13:13:41) > Undelivered Order. ShopID = 1443. OrederID = 2441649. Weight = 0,78, Lat = 55,7598618, Long = 37,5613175, dist =0,70 km, arrivalTime =  2,09 min
01.06.2020 12:10:54(01.06.2020 13:20:54 ~ 01.06.2020 14:10:54) > Undelivered Order. ShopID = 1443. OrederID = 2445407. Weight = 1, Lat = 55,7594505, Long = 37,5646042, dist =0,49 km, arrivalTime =  1,48 min
01.06.2020 18:14:40(01.06.2020 18:49:07 ~ 01.06.2020 20:14:40) > Undelivered Order. ShopID = 1443. OrederID = 2446361. Weight = 7,231, Lat = 55,758041, Long = 37,575508, dist =0,60 km, arrivalTime =  1,80 min
01.06.2020 18:41:04(01.06.2020 18:52:55 ~ 01.06.2020 20:41:04) > Undelivered Order. ShopID = 1443. OrederID = 2467853. Weight = 0,1, Lat = 55,7583844, Long = 37,5745415, dist =0,52 km, arrivalTime =  1,55 min
01.06.2020 19:29:22(01.06.2020 19:49:37 ~ 01.06.2020 21:29:22) > Undelivered Order. ShopID = 1443. OrederID = 2469742. Weight = 7,424, Lat = 55,7537343996154, Long = 37,5828501, dist =1,40 km, arrivalTime =  4,19 min
01.06.2020 20:20:35(01.06.2020 20:32:10 ~ 01.06.2020 22:20:35) > Undelivered Order. ShopID = 1443. OrederID = 2471699. Weight = 1,343, Lat = 55,7610148516754, Long = 37,5732472993456, dist =0,24 km, arrivalTime =  0,71 min
01.06.2020 10:04:41(01.06.2020 10:12:16 ~ 01.06.2020 12:04:41) > Undelivered Order. ShopID = 1449. OrederID = 2436899. Weight = 0,25, Lat = 54,6808987996116, Long = 39,6486739, dist =8,60 km, arrivalTime =  25,81 min
01.06.2020 13:02:56(01.06.2020 13:52:08 ~ 01.06.2020 15:02:56) > Undelivered Order. ShopID = 1451. OrederID = 2444768. Weight = 12,377, Lat = 55,861053, Long = 37,613781, dist =0,09 km, arrivalTime =  0,26 min
01.06.2020 20:35:11(01.06.2020 20:52:05 ~ 01.06.2020 22:35:11) > Undelivered Order. ShopID = 1451. OrederID = 2472586. Weight = 3,04, Lat = 55,865715, Long = 37,617561, dist =0,62 km, arrivalTime =  1,86 min
01.06.2020 17:53:18(01.06.2020 18:06:53 ~ 01.06.2020 19:53:18) > Undelivered Order. ShopID = 1457. OrederID = 2464781. Weight = 7,666, Lat = 55,744022, Long = 37,668941, dist =0,58 km, arrivalTime =  1,75 min
01.06.2020 15:00:49(01.06.2020 15:57:11 ~ 01.06.2020 17:00:49) > Undelivered Order. ShopID = 1460. OrederID = 2453988. Weight = 13,62, Lat = 55,830173, Long = 37,501713, dist =0,93 km, arrivalTime =  2,79 min
01.06.2020 18:02:51(01.06.2020 18:23:21 ~ 01.06.2020 20:02:51) > Undelivered Order. ShopID = 1460. OrederID = 2465696. Weight = 2,005, Lat = 55,8411965992316, Long = 37,4937961, dist =1,49 km, arrivalTime =  4,47 min
01.06.2020 11:20:30(01.06.2020 11:38:00 ~ 01.06.2020 13:20:30) > Undelivered Order. ShopID = 1470. OrederID = 2441636. Weight = 1,973, Lat = 55,588364, Long = 37,729084, dist =0,49 km, arrivalTime =  1,46 min
01.06.2020 16:06:51(01.06.2020 16:16:40 ~ 01.06.2020 18:06:51) > Undelivered Order. ShopID = 1470. OrederID = 2459146. Weight = 3,603, Lat = 55,5834359036316, Long = 37,7313866819607, dist =0,54 km, arrivalTime =  1,61 min
01.06.2020 17:10:12(01.06.2020 17:25:50 ~ 01.06.2020 19:10:12) > Undelivered Order. ShopID = 1470. OrederID = 2455994. Weight = 5,286, Lat = 55,5873183996148, Long = 37,7273053, dist =0,58 km, arrivalTime =  1,75 min
01.06.2020 17:50:34(01.06.2020 18:07:27 ~ 01.06.2020 19:50:34) > Undelivered Order. ShopID = 1470. OrederID = 2465091. Weight = 15,04, Lat = 55,5858544887053, Long = 37,7293517077332, dist =0,45 km, arrivalTime =  1,34 min
01.06.2020 17:49:51(01.06.2020 18:09:59 ~ 01.06.2020 19:49:51) > Undelivered Order. ShopID = 1470. OrederID = 2443206. Weight = 2,08, Lat = 55,584293, Long = 37,738281, dist =0,43 km, arrivalTime =  1,29 min
01.06.2020 17:53:08(01.06.2020 18:26:20 ~ 01.06.2020 19:53:08) > Undelivered Order. ShopID = 1470. OrederID = 2465453. Weight = 11,73, Lat = 55,5858544887053, Long = 37,7293517077332, dist =0,45 km, arrivalTime =  1,34 min
01.06.2020 18:26:06(01.06.2020 18:33:32 ~ 01.06.2020 20:26:06) > Undelivered Order. ShopID = 1470. OrederID = 2467274. Weight = 4,299, Lat = 55,5831008, Long = 37,7401424, dist =0,64 km, arrivalTime =  1,92 min
01.06.2020 19:18:29(01.06.2020 19:42:24 ~ 01.06.2020 21:18:29) > Undelivered Order. ShopID = 1470. OrederID = 2468480. Weight = 6,374, Lat = 55,5856134166418, Long = 37,7289851207388, dist =0,48 km, arrivalTime =  1,45 min
01.06.2020 11:17:45(01.06.2020 11:53:09 ~ 01.06.2020 13:17:45) > Undelivered Order. ShopID = 1471. OrederID = 2434546. Weight = 3,431, Lat = 55,6804007671671, Long = 37,6793759846858, dist =0,60 km, arrivalTime =  1,80 min
01.06.2020 11:23:27(01.06.2020 11:54:49 ~ 01.06.2020 13:23:27) > Undelivered Order. ShopID = 1471. OrederID = 2441165. Weight = 11,386, Lat = 55,684101, Long = 37,670776, dist =0,48 km, arrivalTime =  1,43 min
01.06.2020 11:15:50(01.06.2020 12:02:37 ~ 01.06.2020 13:15:50) > Undelivered Order. ShopID = 1471. OrederID = 2441793. Weight = 14,414, Lat = 55,6728559, Long = 37,6673914, dist =1,07 km, arrivalTime =  3,22 min
01.06.2020 11:27:07(01.06.2020 12:19:15 ~ 01.06.2020 13:27:07) > Undelivered Order. ShopID = 1471. OrederID = 2434465. Weight = 11,538, Lat = 55,677288, Long = 37,666931, dist =0,55 km, arrivalTime =  1,65 min
01.06.2020 11:46:50(01.06.2020 12:22:23 ~ 01.06.2020 13:46:50) > Undelivered Order. ShopID = 1471. OrederID = 2437188. Weight = 12,238, Lat = 55,6849668988454, Long = 37,6741369, dist =0,62 km, arrivalTime =  1,87 min
01.06.2020 16:01:22(01.06.2020 16:30:54 ~ 01.06.2020 18:01:22) > Undelivered Order. ShopID = 1471. OrederID = 2459360. Weight = 1,835, Lat = 55,6861346996151, Long = 37,6749022, dist =0,79 km, arrivalTime =  2,37 min
01.06.2020 16:01:15(01.06.2020 16:43:28 ~ 01.06.2020 18:01:15) > Undelivered Order. ShopID = 1471. OrederID = 2459402. Weight = 5,214, Lat = 55,6849619, Long = 37,6756173, dist =0,67 km, arrivalTime =  2,00 min
01.06.2020 11:26:05(01.06.2020 12:10:17 ~ 01.06.2020 13:26:05) > Undelivered Order. ShopID = 1472. OrederID = 2441097. Weight = 10,421, Lat = 55,8006014984625, Long = 37,5240644, dist =1,24 km, arrivalTime =  3,72 min
01.06.2020 11:52:38(01.06.2020 12:57:47 ~ 01.06.2020 13:52:38) > Undelivered Order. ShopID = 1472. OrederID = 2443579. Weight = 8,367, Lat = 55,7828721942332, Long = 37,5118953, dist =1,53 km, arrivalTime =  4,60 min
01.06.2020 12:53:47(01.06.2020 14:03:47 ~ 01.06.2020 14:53:47) > Undelivered Order. ShopID = 1488. OrederID = 2445631. Weight = 16,453, Lat = 55,7002247984609, Long = 37,9237118, dist =0,97 km, arrivalTime =  2,92 min
01.06.2020 13:17:56(01.06.2020 13:37:41 ~ 01.06.2020 15:17:56) > Undelivered Order. ShopID = 1494. OrederID = 2449819. Weight = 0,778, Lat = 55,5585976, Long = 37,5592671, dist =1,70 km, arrivalTime =  5,10 min
01.06.2020 13:10:19(01.06.2020 14:09:32 ~ 01.06.2020 15:10:19) > Undelivered Order. ShopID = 1494. OrederID = 2445943. Weight = 20,207, Lat = 55,554966, Long = 37,557106, dist =1,20 km, arrivalTime =  3,59 min
01.06.2020 13:00:01(01.06.2020 14:10:01 ~ 01.06.2020 15:00:01) > Undelivered Order. ShopID = 1494. OrederID = 2447811. Weight = 33,943, Lat = 55,5455241996146, Long = 37,5614882, dist =0,46 km, arrivalTime =  1,39 min
01.06.2020 10:24:47(01.06.2020 11:34:47 ~ 01.06.2020 12:24:47) > Undelivered Order. ShopID = 1495. OrederID = 2438431. Weight = 4,154, Lat = 55,6641843, Long = 37,4893478, dist =1,10 km, arrivalTime =  3,30 min
01.06.2020 10:41:19(01.06.2020 11:51:19 ~ 01.06.2020 12:41:19) > Undelivered Order. ShopID = 1495. OrederID = 2439126. Weight = 7,029, Lat = 55,656834, Long = 37,491566, dist =0,13 km, arrivalTime =  0,38 min
